level_0,index,wallet,total_txns,total_deposit_usd,total_borrow_usd,total_repay_usd,total_redeem_usd,total_liquidations,unique_assets,num_actions,repay_to_borrow_ratio,net_flow,is_liquidated,days_since_last_txn
440,440,0x00a72d7b5050e8fa50a471f2c9af1dc21eac4d36,18,42351.075925756864,16856.55371416579,16890.18649516573,38044.04536656465,0.0,5,4,1.0019357957597677,-12549.523154973576,0,1475
441,441,0x00a73c4e596bec4c4068a9152da71e45480b5450,4,1.6856663915744643,0.05830032773721605,0.0,0.0,0.0,2,2,0.0,1.6273660638372482,0,1435
442,442,0x00a8bec03805bcfaafab1050dbcf90f57982d750,153,1982087.3101754442,584357.4556453595,585086.6110656307,1359786.8319192745,0.0,4,4,1.0012460766388107,37943.02261081035,0,1435
443,443,0x00a8e50de90d41454813722ba73ab5d80bd01b10,1,9.871627828198309e-05,0.0,0.0,0.0,0.0,1,1,0.0,9.871627828198309e-05,0,1463
444,444,0x00a9481685d2cb1536bbe5188a898b38d36e34d8,4,6935.834423336535,2006.2813854068784,2006.2813854068784,6935.834423336535,0.0,2,4,0.9995018137430706,-2006.2813854068781,0,1546
445,445,0x00a9e3a9a065bf942960f76a228239a3ce9bf755,1,1.1039158183900004,0.0,0.0,0.0,0.0,1,1,0.0,1.1039158183900004,0,1451
446,446,0x00aab1b1a554f59b96a0de510837ba951ba375e0,2,4.566088128359551,0.9966180745445603,0.0,0.0,0.0,2,2,0.0,3.5694700538149906,0,1491
447,447,0x00aac20f271c4731591cca07913e994d6f1075c0,633,37183.50629848594,39388.93721326356,18208.21278648902,45329.69012274376,0.0,8,4,0.4622554407209836,-47535.121037521385,0,1412
448,448,0x00ab84845d68063c1dcd2a5f2cead5f253b249a2,148,3511.0750864314955,1777.7736452299962,989.8283716086753,2101.685117765256,0.0,8,4,0.5564667400278972,-368.3836765637568,0,1419
449,449,0x00ac270072efbdc76d4bfcf9c7f84b0d5643f66a,1,0.0,0.0,0.0,35288.20305315917,0.0,1,1,0.0,-35288.20305315917,0,1455
450,450,0x00ac60244df04dfc07146f037d14f93320af57c9,203,57830.06066601381,17248.770145015253,10783.384600264462,51132.182115065836,0.0,5,4,0.6251320747819117,-10550.891594067281,0,1439
451,451,0x00ad3d4cc099be937879451698c673cbd5c3cefc,3,1.0731749861754671,0.010136807662960146,0.0,0.0,0.0,3,2,0.0,1.063038178512507,0,1429
452,452,0x00ad3d8c4a73cea708e0a7d1b35440c1fcd821ca,2,0.001971408781710788,0.0,0.0,0.0,0.0,1,1,0.0,0.001971408781710788,0,1473
453,453,0x00ae040fa92f162d68b507e62e83939c6e07da43,1,0.019111049112000025,0.0,0.0,0.0,0.0,1,1,0.0,0.019111049112000025,0,1517
454,454,0x00ae8ac9639aa924a0f4db6b48663a56601b9fe7,1,0.18919646239280533,0.0,0.0,0.0,0.0,1,1,0.0,0.18919646239280533,0,1510
455,455,0x00af05a74080485086d370d9c65d246f0f906528,14,1831.8995924440235,1332.0453358116115,0.0,0.0,2.0,6,3,0.0,499.854256632412,1,1484
456,456,0x00af158367a6fcdb1a367f6d503e05799f340881,4,1.0205897206140877,1.1365237938343968e-05,0.0,0.0,0.0,2,2,0.0,1.0205783553761494,0,1435
457,457,0x00b16e6a156a7398ca39179f49c1245f4709188e,1,0.21698687178477677,0.0,0.0,0.0,0.0,1,1,0.0,0.21698687178477677,0,1511
458,458,0x00b1be054a8ebe834869496ce0f7bbfe233789dc,4,3.2328603922687638,0.0,0.0,0.0,0.0,2,1,0.0,3.2328603922687638,0,1456
459,459,0x00b1c4f1978b650072cbde5a85440489bd03a13c,1,1.0987711793080346,0.0,0.0,0.0,0.0,1,1,0.0,1.0987711793080346,0,1454
460,460,0x00b294517a1f6e6e013fd78d4252c2aa8aa72836,1,9.871627828198309e-05,0.0,0.0,0.0,0.0,1,1,0.0,9.871627828198309e-05,0,1463
461,461,0x00b34033000b485119da0260bac0cd946faa6a1b,1,1.1886222214759514,0.0,0.0,0.0,0.0,1,1,0.0,1.1886222214759514,0,1457
462,462,0x00b344e08d3b5fb6e6cd711affa9cf971c291c44,1,0.7308423102584495,0.0,0.0,0.0,0.0,1,1,0.0,0.7308423102584495,0,1473
463,463,0x00b43a92d45ccdfeef6ea98d56f775586fe9e39e,189,24984.139349613437,9145.365420815162,9104.929774616883,66057.90862158533,0.0,7,4,0.9954697145486905,-50219.134692787055,0,1412
464,464,0x00b44a26933a204f5559ab87e8998ab6617feec9,5,143.77423653265404,0.0,0.0,285.21748793680234,0.0,3,2,0.0,-141.4432514041483,0,1462
465,465,0x00b44f149ddb22209db070da0bca4bb01a6e555c,187,640786.124501907,662292.526803554,174927.95794563665,243774.81793021865,0.0,7,4,0.26412451710028995,-265281.22023186565,0,1487
466,466,0x00b46cfd36379436272a650c550f0652d0d59165,1,1.108399563733479,0.0,0.0,0.0,0.0,1,1,0.0,1.108399563733479,0,1453
467,467,0x00b49bd7e1a75f98a82ca101909994e52a90e990,8,98.20828314677149,78.04653100931898,78.0519777539459,97.9849673234663,0.0,1,4,0.9874181290099141,-77.82321518601378,0,1457
468,468,0x00b591bc2b682a0b30dd72bac9406bfa13e5d3cd,114,1654900.365485285,858790.475825326,465565.8730314371,1136097.5711361354,1.0,7,5,0.5421174826916085,-339987.6814761765,1,1412
469,469,0x00b5ae14450bfd084a00599b6875496aec543e39,1,1.0810018794003033,0.0,0.0,0.0,0.0,1,1,0.0,1.0810018794003033,0,1457
470,470,0x00b5ebd8c8561a28c1834fe08d7e607b73271328,50,52166.51600500302,44765.78732652546,44803.127247570534,53111.423334499385,0.0,1,4,1.0008117607542397,-45710.69465602183,0,1492
471,471,0x00b65668a962ee571a8f223abd696ab1bd3a391f,4,2.00118994767004,0.10005939732410468,0.10005939732410468,2.0011919488579863,0.0,1,4,0.09095817695617095,-0.10006139851205109,0,1435
472,472,0x00b7af5a4aaafd2ae2721ac415de840dd84efc5a,29,986.5500722180692,336.384024552418,180.36273054815717,595.1459078537004,0.0,4,4,0.5345917928017808,55.0201398119508,0,1488
473,473,0x00b7bfce579307a1c113c1c4af6cde13a14fc683,1,0.9925218170000005,0.0,0.0,0.0,0.0,1,1,0.0,0.9925218170000005,0,1457
474,474,0x00b81c25a5301a1dadfff40f33de25f001d3a096,1,1.0112216283049476,0.0,0.0,0.0,0.0,1,1,0.0,1.0112216283049476,0,1441
475,475,0x00b878d53e8816048eea4c74603932a1dec4daa9,1,9.988472200000006,0.0,0.0,0.0,0.0,1,1,0.0,9.988472200000006,0,1457
476,476,0x00b879bfb781a1dc21d6a810fa377a0d2064426f,1,0.0,0.0,0.0,9871.053543772081,0.0,1,1,0.0,-9871.053543772081,0,1518
477,477,0x00b89bc301c399c1ba531689c71a09cb363753b1,1,0.01228878373066297,0.0,0.0,0.0,0.0,1,1,0.0,0.01228878373066297,0,1455
478,478,0x00b8bd07af4aa69f6d8ce7fe8777b2dcfe8c822c,1,1.107890838609316,0.0,0.0,0.0,0.0,1,1,0.0,1.107890838609316,0,1454
479,479,0x00b8bfc0b407187392aa9fe56eaa7c17b5ebec48,109,2054.53949983813,1138.9287815077193,749.8989898152759,1239.7076102851067,0.0,5,4,0.6578472286868894,-324.0968919546963,0,1466
480,480,0x00b8e23fe7ddea6791131decc5117023dc03cfb0,45,1261.994695154593,604.4958674061465,607.3485026164553,1496.3150200330458,0.0,6,4,1.003059699182168,-838.8161922845993,0,1423
481,481,0x00ba0f9e3b612bc7b6712964848f2b1d3e75bbac,2,2.252168348909114,0.0,0.0,0.0,0.0,1,1,0.0,2.252168348909114,0,1456
482,482,0x00ba8ccbf0c1ce62834d72706fe3236387f5da35,13,18449.31922010261,6527.9595633182835,3990.9730236142314,9845.74414718943,0.0,2,4,0.6112724370413861,2075.615509594896,0,1468
483,483,0x00ba93361a625e008023f30b6d031d6423f99140,2,11.945896936037112,0.0,0.0,0.0,0.0,1,1,0.0,11.945896936037112,0,1454
484,484,0x00bb0532dd949fab848d72a951a1d6c2b197d935,3,1.0849116121791982,0.0,0.0,0.0,0.0,1,1,0.0,1.0849116121791982,0,1456
485,485,0x00bb6c783fce35b92e6cde0874abf2c580673753,1,174.74936432250033,0.0,0.0,0.0,0.0,1,1,0.0,174.74936432250033,0,1499
486,486,0x00bb7c23500573ca6933778837c9dedd247e94d9,1,1.100762321054562,0.0,0.0,0.0,0.0,1,1,0.0,1.100762321054562,0,1453
487,487,0x00bb88a8309759a7c9f0a5c8e3a9364e8f564a8d,10,0.037977833935131135,0.008943083417956021,0.008943083417956023,0.0379768332544309,0.0,1,4,0.00886381359358736,-0.008942082737255788,0,1498
488,488,0x00bbcd7ea98da5f60ee393533aaa9edeb8573167,16,313.10392384693347,109.14811708895651,0.0,53.92364107087468,0.0,3,3,0.0,150.0321656871023,0,1495
489,489,0x00bbfa640a4bac8f3650373be8f4bd77f0472101,192,26826.373048998674,34025.122513712035,24604.590298890682,16918.44381730987,0.0,8,4,0.7231088493546506,-24117.193282023232,0,1417
490,490,0x00bbfa896cb54e2b1d3db2a7027368b43d344a21,1,0.02111948492694945,0.0,0.0,0.0,0.0,1,1,0.0,0.02111948492694945,0,1530
491,491,0x00bc82902a4fbfa08fc5da418f642209f7b10c0f,3,64709.07674169919,53972.78869057552,0.0,0.0,0.0,1,2,0.0,10736.288051123665,0,1438
492,492,0x00bdc8be263d20bb3a83aaeadfef258dd409e2df,224,8760.565062309752,350906.4329592516,335348.4178910352,465.3525114626912,0.0,8,4,0.9556606283970532,-342611.22040840454,0,1414
493,493,0x00be57e4ec695d077e63c5eb84187a7e70169279,4,0.0,0.0,0.0,23893.561429090612,0.0,1,1,0.0,-23893.561429090612,0,1483
494,494,0x00bf2f290d3aef716cd8127acc153c273c23c538,103,166767.38437926472,102505.78097230483,62644.26541332419,111890.4217600093,0.0,7,4,0.6111231356513804,-47628.8183530494,0,1412
495,495,0x00bf6ec0064e1a733a0fcc6df071b2cf514ff0e8,18,444.3787751334611,278.61568250276,279.11089303650584,444.93591961234733,0.0,1,4,0.9981947025941609,-279.17282698164627,0,1491
496,496,0x00bf807dfb399cf973433599f2f23210ac54ca94,1,1.0978426665564016,0.0,0.0,0.0,0.0,1,1,0.0,1.0978426665564016,0,1453
497,497,0x00c26a3e7117cfe0e4afacff2a1be9e3d2384c6e,79,2784.7812947663997,2157.5274014993142,0.0,0.0,0.0,3,2,0.0,627.2538932670855,0,1491
498,498,0x00c2ac8857ea018a1cc23d529ec26f55d0bc1849,3,2.1426283932313144,0.0,0.0,0.0,0.0,1,1,0.0,2.1426283932313144,0,1452
499,499,0x00c2e5aa91c2b6927a4e8533482c8217b450a6a1,156,8915762.473025976,7017694.355464587,6178380.202952855,7867988.603111212,0.0,4,4,0.8804001727065328,-5969920.485549823,0,1413
500,500,0x00c31aa7aadc000a078b01e59d443b99fa64ef08,1,0.01896658299000003,0.0,0.0,0.0,0.0,1,1,0.0,0.01896658299000003,0,1534
501,501,0x00c33f577e35165e07dd9a43b2baf124163bac0a,5,1206.2003697620573,221.64416983533138,0.0,0.0,0.0,3,2,0.0,984.556199926726,0,1412
502,502,0x00c3a5aceb3fe926a7a9772a6c4efd9f6beb7d73,4,1.8532638847005684e-06,8198.659001295575,8265.012023689425,1.8361795724166819e-06,0.0,2,4,1.00797021222267,-8198.659001278489,0,1489
503,503,0x00c3a7a09fe2fed6f8c163202aea9cfad99874b3,103,11992.65833804441,5756.549108599279,1986.725976069853,6757.03364840286,1.0,6,5,0.3450645298192154,-520.9244189577294,1,1413
504,504,0x00c3af852e2ca04d993382b3664f62aa45ae731e,1,1.6355620523028132,0.0,0.0,0.0,0.0,1,1,0.0,1.6355620523028132,0,1456
505,505,0x00c4803aa7cdfe5ae5d325b79d5c3c384e4a8ae9,2,2.0235716648247637,0.0,0.0,0.0,0.0,1,1,0.0,2.0235716648247637,0,1457
506,506,0x00c4a3ac304984f216b8a8a0c182fae7984c83dc,29,5093.788776824435,3583.1996580009027,3581.942355641104,10257.628401459555,0.0,4,4,0.9993702074172236,-8747.039282636022,0,1475
507,507,0x00c4db45dda03de5bae5417530723fd7dd03da3f,1,1.048232842578546,0.0,0.0,0.0,0.0,1,1,0.0,1.048232842578546,0,1457
508,508,0x00c4fd7e8e4a9680b9db58640c76d4a17bd09ee4,1,0.9853083581265326,0.0,0.0,0.0,0.0,1,1,0.0,0.9853083581265326,0,1460
509,509,0x00c5514615e9aeb9cf51f2e635b33743ae062dfe,17,223516.90817715498,178582.71746398378,193207.55183438063,241597.477187582,0.0,2,4,1.0818878371335625,-196663.2864744108,0,1500
510,510,0x00c5ed4823b1d2e496b75e53ddb2859aa70213a3,4,2184.6840580689554,0.0,0.0,2182.1096433709126,0.0,1,2,0.0,2.5744146980428013,0,1487
511,511,0x00c609bb7806a47616de8cad327215ca70d45896,1,360.05846563635976,0.0,0.0,0.0,0.0,1,1,0.0,360.05846563635976,0,1485
512,512,0x00c644e774d7b1a3a95154113f86b9e25350a111,4,0.0,0.0,0.0,11167.258367354312,0.0,3,1,0.0,-11167.258367354312,0,1458
513,513,0x00c6483e4f527144bb65dd2a93913abeba4dc545,1,0.1943078618392538,0.0,0.0,0.0,0.0,1,1,0.0,0.1943078618392538,0,1506
514,514,0x00c67d9d6d3d13b42a87424e145826c467cccd84,71,24005.512518472235,11072.168033629549,11048.865089076628,319915.26868725097,0.0,8,4,0.9978052401553817,-306981.9242024083,0,1420
515,515,0x00c6bf08de7e3c560357b0b4e27da2fa6f8519eb,50,5152.463648291081,4949.145480685463,2114.099496040115,2454.102205666916,2.0,5,5,0.42707825543490263,-2250.7840380612975,1,1482
516,516,0x00c6e2363b84d2e7820c6b38ca1b46f7e0714668,4,1.1435008172526393,0.0,0.0,0.0,0.0,3,1,0.0,1.1435008172526393,0,1451
517,517,0x00c7a23058e32effe114e99623b0df28861527d4,6,46276.20272140613,0.0,0.0,42897.38675190316,0.0,3,2,0.0,3378.815969502968,0,1488
518,518,0x00c844967b2ab4c5ac26f44dcbffa7c06897e18e,21,13846.717827769295,5842.294528473155,4680.161695493476,3335.8310384290257,0.0,5,4,0.8009457118219909,4668.5922608671135,0,1447
519,519,0x00c98bc1a9458f9fb28887da8172e90df88da379,4,1517.6722176000033,636.0981248160012,636.0981248160012,1517.6722176000033,0.0,2,4,0.9984303830743674,-636.0981248160012,0,1542
520,520,0x00c9acc867f576baf35e96521d139115b316a48d,3,0.07085617592454876,0.02685355424436856,0.0,0.0,0.0,2,2,0.0,0.04400262168018021,0,1419
521,521,0x00c9e875ad0504a307aa7ab60997ea2658bc6aea,2,1.0463331561973634,0.0,0.0,0.0,0.0,1,1,0.0,1.0463331561973634,0,1457
522,522,0x00cc1cf9b3c95b432a90878bc2c2dbb7a3daaccb,4,5899.12478844413,499.561941550621,499.561941550621,5899.12478844413,0.0,2,4,0.998002245242812,-499.56194155062076,0,1523
523,523,0x00cc4cae4ce9cbd5c87f877b1c81acb8cc8bf223,2,0.019233383209042977,0.005572931989627384,0.0,0.0,0.0,2,2,0.0,0.013660451219415594,0,1419
524,524,0x00cd259a3e1a649e8644d527d6b9a8fdf8165e7f,1,1.8359708795609557,0.0,0.0,0.0,0.0,1,1,0.0,1.8359708795609557,0,1451
525,525,0x00cd45dcbe9c167b5942f8889d31dc1388cfd172,6,1475.793111344059,0.0,0.0,0.0,0.0,2,1,0.0,1475.793111344059,0,1459
526,526,0x00ce22866efe39c055ff21bda32b179a7683ab5f,4,7576.732301250011,2502.3027750000037,2502.3027750000037,7576.732301250011,0.0,2,4,0.9996005277467884,-2502.3027750000037,0,1545
527,527,0x00ce56c1f4780f46309b52054454a9ec913dd31e,2,99.91782190440546,38.88840267107505,0.0,0.0,0.0,2,2,0.0,61.02941923333041,0,1491
528,528,0x00cef331edda6c750fe87c52d829df082973693f,1,0.17123722938300043,0.0,0.0,0.0,0.0,1,1,0.0,0.17123722938300043,0,1506
529,529,0x00cf963f89e7d1a23c5c72dce92a9a8c600f4819,1,1.0999505356084005,0.0,0.0,0.0,0.0,1,1,0.0,1.0999505356084005,0,1457
530,530,0x00cfbd5d2e36dd8182318a074cb1f399b608bfec,12,295.9419607218762,100.1714760799368,99.93785194250776,107.08180020803943,0.0,3,4,0.9878066013739453,88.68868443390002,0,1480
531,531,0x00cfc6f8ff843a9b0b30f14e2310396a8743f5fc,1,1.0790247028673523,0.0,0.0,0.0,0.0,1,1,0.0,1.0790247028673523,0,1456
532,532,0x00d14484c10aaa9b981068a8c7d25d2d26629be8,1,9.906846356514105e-05,0.0,0.0,0.0,0.0,1,1,0.0,9.906846356514105e-05,0,1463
533,533,0x00d1c49844f3a2b3708ce59292f68570eef06286,2,880.7015685977609,0.0,0.0,779.1256165588343,0.0,1,2,0.0,101.57595203892663,0,1488
534,534,0x00d1dd1e437980fb6e678cfc2ffc78a1f7a747d1,1,44.14147259087789,0.0,0.0,0.0,0.0,1,1,0.0,44.14147259087789,0,1462
535,535,0x00d2432e6af76a8150a7609d7ff11dbe44de8e14,7,2.0627443745245864,0.3379857314794311,0.0,0.0,0.0,2,2,0.0,1.7247586430451554,0,1435
536,536,0x00d278f3163bf68e67b2eb05ef209e6f28bc7924,1,1.0365683800780643,0.0,0.0,0.0,0.0,1,1,0.0,1.0365683800780643,0,1455
537,537,0x00d29fbc981d05edba69bc0909e391a132271357,64,213500.4404675599,78986.46903920738,78123.01169678957,903943.0413398172,0.0,7,4,0.9890557660229787,-769429.0699114647,0,1438
538,538,0x00d353a1b6e1a3b3a23e849c5d51772bb7fdaece,3,2.2383628752947433,0.5595907188236858,0.0,0.0,0.0,1,2,0.0,1.6787721564710574,0,1435
539,539,0x00d3addc7cb1637c73359d41949a1a369d7f092a,107,48505.1512121328,46263.34299402791,53740.9284696948,57753.378365756966,0.0,5,4,1.1616057851860562,-55511.57014765208,0,1483
540,540,0x00d3ecff51b5e5b957c33c5656486ebfd60e58a7,46,1283.6456011000248,362.2712164061209,360.4138524384564,538.8584717659907,0.0,5,4,0.9921343507588277,382.5159129279133,0,1416
541,541,0x00d46d105507a04d7e4592cf43bbbad964bc77ab,8,108522.93599795646,0.0,0.0,64907.795965103476,0.0,2,2,0.0,43615.140032852985,0,1439
542,542,0x00d5201c4def4d1a199c63e07eac53f43252a0ea,17,359.1919512274936,355.5797659809898,86.0305875810827,0.0,4.0,5,4,0.24126603859420676,3.6121852465037705,1,1456
543,543,0x00d5615d3446b1719e6ee0684218891bc5a2100c,12,535.0251519420142,361.6583052921894,0.0,0.0,0.0,2,2,0.0,173.36684664982477,0,1489
544,544,0x00d56e1bba3db460563516119dfced085898e17d,1,1.6965520006193164,0.0,0.0,0.0,0.0,1,1,0.0,1.6965520006193164,0,1454
545,545,0x00d6cad0eb8fe405b4c27ca2071b0d0653b9c2fc,41,2937.303583807918,2526.372595190516,2464.972442149592,2932.166420365853,0.0,4,4,0.9753102676037285,-2521.235431748451,0,1493
546,546,0x00d7a50850a3cb1890bf300682bcd789571c012e,5,27367.750350170376,0.0,0.0,0.0,0.0,4,1,0.0,27367.750350170376,0,1420
547,547,0x00d831f24309b3271297f19b8e9be846c8c531c4,141,532832.8410151079,39091.72953220172,39076.04165362402,494781.8340493608,0.0,7,4,0.9995731206600973,-1040.7225664546131,0,1446
548,548,0x00d841275b1a04ea45e29273efa213c4a59e84a1,10,245.74558408131324,0.0,0.0,0.0,0.0,4,1,0.0,245.74558408131324,0,1436
549,549,0x00d88be14e08e06865b156bb489e020a59cb68fe,1,0.9911825589180001,0.0,0.0,0.0,0.0,1,1,0.0,0.9911825589180001,0,1458
550,550,0x00d8a0f305698083d8af5a8b900b3b947f604b55,2,1.9882068418718482,0.0,0.0,0.0,0.0,1,1,0.0,1.9882068418718482,0,1452
551,551,0x00d8dc2f6648dfc0472a673d85f4bc022d5cd17a,5,27.21398788451264,0.22829888927469985,0.0,47343.78926395704,0.0,2,3,0.0,-47316.80357496181,0,1435
552,552,0x00d913a96a6ae3ffbd52030020e8b743f97ace86,3,155.01457021967775,0.0,0.0,89.19568996977802,0.0,2,2,0.0,65.81888024989973,0,1502
553,553,0x00d94da07ea932ed8426e8dfd06615bda49b8022,36,3052.786203119477,3506.7963193689825,1689.0744748360498,2643.1633973373173,0.0,5,4,0.48152011150405033,-3097.173513586823,0,1414
554,554,0x00d9acf1d63eae19a1b0e416be85dd7754298ffc,3,503.67696928589487,146.30111631750026,0.0,0.0,0.0,1,2,0.0,357.3758529683946,0,1515
555,555,0x00d9d164c3cdc126d33d541fe6e0cd55f4d4ed63,21,997.22679251929,487.4237392079475,126.3018355470228,123.4312986054097,0.0,3,4,0.2585906978064584,386.37175470593286,0,1502
556,556,0x00da65b9d6ea469301021381f9b16cf3e80fa8b1,270,5984462.579806086,6224694.086189908,6230401.246077197,6523287.98419114,0.0,5,4,1.0009166970925127,-6763519.490574962,0,1477
557,557,0x00da855f0f8924c454c93ea7c5d5d96757e1e652,2,2.139571431526071,0.0,0.0,0.0,0.0,1,1,0.0,2.139571431526071,0,1457
558,558,0x00da9446b29e3d2424b9db0c7e701ad33fdfedf4,4,10589.345472070205,998.8625596212328,997.2522719424983,10672.218514026614,0.0,2,4,0.9973893535130235,-1081.7356015776422,0,1519
559,559,0x00da96f79c5969a61b5b15c6f5f800d760fad316,1,0.2214343147576392,0.0,0.0,0.0,0.0,1,1,0.0,0.2214343147576392,0,1510
560,560,0x00da972a32c522b02771520fb5e70fcb056927fb,2,114831.97704743843,0.0,0.0,114015.99097316437,0.0,1,2,0.0,815.9860742740566,0,1522
561,561,0x00db170287aaa8a93b08cda808af76d11a5f0fff,26,78871.51638333581,58070.3315698177,36841.329128441066,22819.031834967034,0.0,3,4,0.6344150914491716,-2017.847021448928,0,1431
562,562,0x00dc7f0ff419ed1634728a77146c6754541d2b82,25,837.7460539065593,760.8647579185692,758.8519043212776,1553.1573521273672,0.0,6,4,0.9960454220175208,-1476.276056139377,0,1472
563,563,0x00dcb0f4d625ca40a0f0cd2f45bbdbd343198793,20,25286.01887539578,30077.17154204459,31966.584888535588,24869.869682797667,0.0,3,4,1.062783515409216,-29661.022349446477,0,1425
564,564,0x00dd72466c9bc28c9765b406ea147c1e15dbc7ab,40,3406.787079826082,2738.163754839279,766.6549901383089,145.79523051188454,0.0,6,4,0.27988651236489964,522.8280944749183,0,1415
565,565,0x00de3a8bdee6e682c3509d66a947d05a8ca797af,4,2.2730475876687937,0.7105117237739232,0.0,0.0,0.0,3,2,0.0,1.5625358638948703,0,1435
566,566,0x00df64b8044aa7126e0f88f286b3c483c5e5927a,2,1.7780515554863436,0.0,0.0,0.0,0.0,1,1,0.0,1.7780515554863436,0,1496
567,567,0x00df99e12315cac90f49527b07d753b7fe9faccd,6,0.22675379712498286,0.10637130744911824,0.056460663101272304,0.0,0.0,2,3,0.05103229152918802,0.12038248967586462,0,1435
568,568,0x00dfae7aeadc69fce49cf389d2bee4aae67aa656,2,0.026901679480000048,0.005002698327107256,0.0,0.0,0.0,2,2,0.0,0.021898981152892794,0,1524
569,569,0x00e10883490fa8ed8e9cd59177a54d45cd025ef9,1,1.113233990293619,0.0,0.0,0.0,0.0,1,1,0.0,1.113233990293619,0,1454
570,570,0x00e14bea17f4e951fb695c52a66b3429da55a117,49,5626.79825759739,0.0,0.0,4730.035779459145,0.0,6,2,0.0,896.7624781382456,0,1496
571,571,0x00e1ac868592c1fd51ed72abca14930075ed892f,3,15.347413318798651,5.2516493522116585,0.0,0.0,0.0,1,2,0.0,10.095763966586993,0,1458
572,572,0x00e22b85d329650e35a9d664b7c408a57820f13f,156,164998.23594951906,106975.73110847552,83500.32051893594,455037.605988478,0.0,8,4,0.780546569835507,-397015.10114743444,0,1414
573,573,0x00e2362abcebe7833138bd460000ba5d4f6ee1e6,51,430.914324359393,196.63106207192288,222.53435898899676,432.23971323011835,0.0,1,4,1.1260090223469574,-197.95645094264825,0,1489
574,574,0x00e294652292776e4d59f416ef35a73cae0e01dc,2,25720.220727106625,6995.900137102876,0.0,0.0,0.0,2,2,0.0,18724.32059000375,0,1511
575,575,0x00e3088ddbd715f119651a58964ce1714b590f34,3,138.79251032762087,1.0354593794868085e-06,0.0,0.0,0.0,1,2,0.0,138.7925092921615,0,1417
576,576,0x00e3df1133185a9effedabb79003d9c07ca69bc8,2,10973.339853753076,0.0,0.0,10973.339953423958,0.0,1,2,0.0,-9.967088226403575e-05,0,1432
577,577,0x00e421ba23dbe6a165255be382f46fcb927f8951,2,1926.0919283912986,1263.5165051468857,0.0,0.0,0.0,1,2,0.0,662.5754232444128,0,1417
578,578,0x00e4f6071dcfc268ed4487e2a004d01e3666107e,110,661434.3256220459,523065.9727162742,33558.99289307505,62391.59956115966,0.0,3,4,0.06415811864167986,75976.75334461204,0,1414
579,579,0x00e61c3f169f0b2888137918053bdadda121bb44,1,1.1099623983338456,0.0,0.0,0.0,0.0,1,1,0.0,1.1099623983338456,0,1452
580,580,0x00e61fabc261401d3c47b6178e86449ae9890d73,3,2134.235354896322,0.0,0.0,2121.908067589767,0.0,1,2,0.0,12.327287306554808,0,1486
581,581,0x00e650676a38478b3eee9e3eb741a6075b2c95c1,12,0.0,152575.31879537704,305722.88913703617,224349.5198540683,0.0,6,3,2.0037374839738193,-376924.83864944533,0,1488
582,582,0x00e678b0cdae186eb3c4b08cfe3d1a698882c0af,38,5190.416818100829,2971.8564165720836,3188.6488457758937,5106.015401154975,0.0,2,4,1.072587572006802,-2887.4549996262294,0,1467
583,583,0x00e6f654a108a16077be41abab58c3353f90e7cc,3,1.3687591946680566,0.0,0.0,0.0,0.0,1,1,0.0,1.3687591946680566,0,1453
584,584,0x00e6f8d8fb80b0c302a6bd849b79982dc9945b15,7,223.29451024134173,120.7669186875691,119.79096167693628,422.8253378042307,0.0,3,4,0.9837726286258195,-320.2977462504581,0,1456
585,585,0x00e7092c338d69f7ae230081d862d347ef9dcf1e,10,357.69288985073433,131.75914875154504,0.0,0.0,0.0,2,2,0.0,225.9337410991893,0,1419
586,586,0x00e839bc0c9a130afe30974914c4b0100756cff4,468,3483077.8252662937,3289585.169380552,1738429.5368638332,2770829.425338204,0.0,7,4,0.5284645081029111,-2577336.7694524624,0,1479
587,587,0x00e87eb4a651f339219658165b87c204de6a7e5f,1,1.055954811849387,0.0,0.0,0.0,0.0,1,1,0.0,1.055954811849387,0,1455
588,588,0x00e8909b79b3d40af0f22e37f81c9e3e9187d853,1,1.3340628090242732,0.0,0.0,0.0,0.0,1,1,0.0,1.3340628090242732,0,1460
589,589,0x00e8b7df725ce993f179f071908a9d687815f2ba,2,1047.607295668078,0.0,0.0,1047.6073754835415,0.0,1,2,0.0,-7.981546355040336e-05,0,1524
590,590,0x00e928ef44122d31043f772b00b0d1821b020ff7,1,1.8624182196104788,0.0,0.0,0.0,0.0,1,1,0.0,1.8624182196104788,0,1451
591,591,0x00e979f43658ae9cfb838b07d4b3bc70f12b93cb,52,1971.1223763913865,2307.53287616158,49.81831946111672,1804.050107698651,1.0,7,5,0.02158007796880507,-2140.4606074688445,1,1415
592,592,0x00e97bf0997013cc741dbcaafba8f439d474c879,1,1.0324720674673025,0.0,0.0,0.0,0.0,1,1,0.0,1.0324720674673025,0,1457
593,593,0x00e9ba3dc1ebd6f585b9f5bf8a33a975b5f8a7de,10,5753.95222765848,0.0,0.0,7547.644886193159,0.0,2,2,0.0,-1793.6926585346791,0,1418
594,594,0x00eaa7d80b05144a928492bb83b82cfa5e2914cd,1,1.0045574342015227,0.0,0.0,0.0,0.0,1,1,0.0,1.0045574342015227,0,1452
595,595,0x00eacbbd373a91aa0d4485b0beb45b14816f835f,1,1.1097692926991918,0.0,0.0,0.0,0.0,1,1,0.0,1.1097692926991918,0,1452
